"","teams_d","ScoreDiff","RoundPoints","LevRoundPts","favWin","score_dxLRPts","score_dxRPts","seed_d","ws.40_d","aBPM_d","TS_d","TOV_d","StlBlk_d","OR_d","PER_d","depth_d"
"1","florida-atlantic fairleigh-dickinson 2023",8,2,1.5,1,12,16,6,2.31069790123264,7.54698666914695,-4.9339645754411,-0.292155786645087,-0.806067850300884,-0.0718456882571536,0.106398410468977,-1
"2","tennessee duke 2023",13,2,1.5,1,19.5,26,1,1.29305420168059,1.71970751513228,-5.04172469579983,0.604373835419858,1.87864668086526,0.0941260107386625,-0.0155029580962655,0
"3","kansas-state kentucky 2023",6,2,1.5,1,9,12,3,-0.594698955630578,-0.555400368003655,-4.98096843019906,-2.22933809473667,0.26601391916692,-0.147802524621601,-0.305567751722884,2
"4","marquette michigan-state 2023",-9,2,1.5,0,-13.5,-18,5,1.30546300721593,0.835388086879143,-4.92464804718869,0.336689711001801,4.26639443333053,-0.00750491199643326,0.294303911675975,0
"5","tennessee florida-atlantic 2023",-7,4,1.75,0,-12.25,-28,5,0.247634213220342,2.31632289956527,-5.25482275179395,0.159153428130899,3.58180600308571,0.194897185727578,-0.0894609278148067,0
"6","kansas-state michigan-state 2023",5,4,1.75,1,8.75,20,4,0.678068054247742,0.312619789379784,-4.95217030780656,-1.37525362117523,2.26744851551174,0.10028778417988,-0.0233612926347341,0
"7","kansas-state florida-atlantic 2023",-3,8,1.875,0,-5.625,-24,6,-1.64234692756623,0.571129869704468,-5.23558105214726,-1.39150787340298,1.23747144344479,0.0212501969615111,-0.260296128067141,0
"8","kansas arkansas 2023",-1,2,1.5,0,-1.5,-2,7,0.180457688355371,1.45850564975421,-5.00181226567349,0.39259026165697,-2.1991510024093,-0.0960187350427437,0.0225309882067414,-2
"9","connecticut saint-marys-ca 2023",15,2,1.5,1,22.5,30,1,0.0131656419173547,0.358248588940739,-4.97329541472182,-1.77212625618173,0.65919513205483,0.153240650089436,0.0523122671157395,1
"10","gonzaga texas-christian 2023",3,2,1.5,1,4.5,6,3,1.5408269663201,1.23347665432958,-4.77501243945174,0.851051077034623,-2.31867296855404,0.0606008965708717,0.380164595657215,-1
"11","ucla northwestern 2023",5,2,1.5,1,7.5,10,5,1.5469848794998,2.31438671218602,-4.59060164625047,-0.383428876596988,-2.27704140291855,0.0494424375134992,0.165742135170116,0
"12","connecticut arkansas 2023",23,4,1.75,1,40.25,92,4,1.50745575325691,1.5708049262386,-4.98741350166964,-0.0943004115877351,-1.79761656025369,0.155304532287625,0.155618328138871,0
"13","ucla gonzaga 2023",-3,4,1.75,0,-5.25,-12,1,-0.147649098763831,0.295865753998729,-5.57664810592606,-0.316497127363423,0.804379844574806,-0.0203119675094086,-0.284239762640211,-1
"14","gonzaga connecticut 2023",-28,8,1.875,0,-52.5,-224,1,0.206829817270079,0.023603890374333,-5.09711622456656,1.95184064900378,-0.861910886301246,-0.14884958310937,0.245207774597928,-1
"15","houston auburn 2023",17,2,1.5,1,25.5,34,8,3.00243885498017,2.4540602372137,-4.8860616645814,1.19768611912573,1.6081993307853,0.128166900355128,0.304529371388604,0
"16","indiana miami-fl 2023",-16,2,1.5,0,-24,-32,1,-0.0357043886120243,1.26124991808455,-5.31689594610735,-0.0153544142377964,1.03410926959115,0.0405717951051037,-0.089884219964517,0
"17","xavier pittsburgh 2023",-18,2,1.5,0,-27,-36,8,0.166444276694572,1.95776965008541,-5.19832907079373,-0.15197636075121,-0.555312220069785,-0.00398558594219693,0.0340978061317148,-2
"18","texas penn-state 2023",5,2,1.5,1,7.5,10,8,1.12885405977393,2.05164027479333,-5.2898462380053,-0.82171848969395,4.4427946327256,0.169306611054148,0.0414342917150769,0
"19","houston miami-fl 2023",-14,4,1.75,0,-24.5,-56,4,2.93260618479484,3.60224408705078,-5.33095215354402,0.71690832189233,5.2052509862897,0.219897059608246,0.162504254054231,1
"20","texas xavier 2023",12,4,1.75,1,21,48,1,0.558400613641346,0.982205123777456,-5.30889577281315,0.208973697767776,2.35113214688518,-0.0126565209920849,-0.0639167180661058,3
"21","texas miami-fl 2023",-7,8,1.875,0,-13.125,-56,3,0.776257164565378,2.44056759097497,-5.32478454494675,0.0978154685954165,1.37176432145216,0.0367514709260206,-0.102886869318534,1
"22","alabama maryland 2023",22,2,1.5,1,33,44,7,0.898146127786818,1.7429564663067,-4.98273027728342,-1.24997287449553,0.233706638368028,0.0326773101050162,0.00253753670640506,2
"23","san-diego-state furman 2023",23,2,1.5,1,34.5,46,8,-0.395742861367957,3.57508065130118,-5.44700615932166,-0.133565861037303,1.81104326778052,0.0137945469046573,-0.206636828889139,0
"24","baylor creighton 2023",-9,2,1.5,0,-13.5,-18,3,-0.282103882959976,0.181093066331691,-5.24781401167921,-0.573853802459745,0.505897418894069,0.0962922044807542,-0.0208587574683655,-1
"25","missouri princeton 2023",-15,2,1.5,0,-22.5,-30,8,-0.643355521878433,2.55210241723642,-5.10844556962025,0.801125215794356,4.43236922561513,0.00342950289834416,0.215410714078208,1
"26","alabama san-diego-state 2023",-7,4,1.75,0,-12.25,-28,4,0.732640222096151,1.89560814638919,-4.91789485045021,-0.93451781607374,-1.62754850189567,0.0155686116026367,0.025691426781944,1
"27","creighton princeton 2023",11,4,1.75,1,19.25,44,9,0.139988987945681,4.43185653512294,-5.11198678541216,0.326547387044164,0.682292510466423,-0.0161445672497952,0.11503189436289,0
"28","san-diego-state creighton 2023",1,8,1.875,1,1.875,8,1,0.241527632352045,-0.218310319275786,-5.27378910514595,0.289164346153458,2.7881643811299,0.106923696772872,-0.0407582780052614,0
"29","san-diego-state florida-atlantic 2023",1,16,1.9375,1,1.9375,16,4,-0.962331338058669,0.900232878179995,-5.24694428286998,0.0965130444875602,2.6959724894759,0.0439642051607754,-0.109533737281662,0
"30","connecticut miami-fl 2023",13,16,1.9375,1,25.1875,208,1,1.39931046545583,2.34612515699081,-5.31961980641086,-1.09970721739887,1.4274198959165,0.223895089958126,-0.0205083964999471,1
"31","connecticut san-diego-state 2023",17,32,1.96875,1,33.46875,544,1,0.859268046161678,1.17466267085447,-4.91674326201822,-1.1127305744916,-0.138282158363388,0.124385436285111,0.13604898945968,0
"32","kansas howard 2023",28,1,1,1,28,28,15,0.672585465864744,7.29564862364573,-5.11829876082637,1.91994113457221,0.916129419736901,-0.153137750186096,0.135626831404847,-3
"33","arkansas illinois 2023",10,1,1,1,10,10,1,-0.137366381008558,0.429699305451002,-4.8973690587953,-0.223039711054873,1.31299736518269,-0.0201001561137629,0.0403847724415801,0
"34","saint-marys-ca virginia-commonwealth 2023",12,1,1,1,12,12,7,0.720971469303411,2.50212943711918,-5.04404504846086,1.962677411083,-2.89135982878618,0.0446001172139225,0.0801955624338923,0
"35","connecticut iona 2023",24,1,1,1,24,24,9,0.306672938251732,3.55365469617355,-4.9722742746165,-1.75892609404269,-2.09111412840803,0.110906085097688,0.0121544039813713,0
"36","texas-christian arizona-state 2023",2,1,1,1,2,2,5,0.89702170800703,1.41174350969495,-4.57856982404184,-0.0487683682087487,0.536703490631206,-0.0225241432199001,0.1780487732573,0
"37","gonzaga grand-canyon 2023",12,1,1,1,12,12,11,1.17500678999502,5.12881080603874,-5.21148656367946,1.42117494356917,2.63330838471471,0.00547296970217621,0.407219278493125,-1
"38","northwestern boise-state 2023",8,1,1,1,8,8,3,-0.651571484621054,-0.287465014005377,-5.09281416758171,0.877472248786051,5.22829468429077,0.00552713866216195,-0.0376217794619262,0
"39","ucla north-carolina-asheville 2023",33,1,1,1,33,33,13,1.48890192859339,6.85201188495916,-5.28104175260804,2.5555572734388,1.38621952181249,0.112555305029417,0.173881126275709,-1
"40","purdue fairleigh-dickinson 2023",-5,1,1,0,-5,-5,15,2.07424689980167,9.73966786996946,-4.94417581837595,-0.154433251243279,-0.633009717620824,0.120990898071837,0.16725068188857,-1
"41","memphis florida-atlantic 2023",-1,1,1,0,-1,-1,1,-1.65651549934964,0.0694231959449843,-5.22362285644861,-0.897052142052251,4.04062462007362,-0.0144537079288408,-0.134029689151615,2
"42","duke oral-roberts 2023",23,1,1,1,23,23,7,-1.1918362239293,1.67744514006359,-5.41490152500055,-1.99785084572591,-1.29041178886911,0.203216773553958,-0.324981869533082,1
"43","tennessee louisiana 2023",3,1,1,1,3,3,9,1.33530629623824,5.09448348265805,-5.23093209380287,0.74178077561189,2.92622506787588,0.142444821417338,-0.0978586673809357,1
"44","kentucky providence 2023",8,1,1,1,8,8,5,0.558430336140828,1.78423232295866,-5.01327410724451,0.645462555306114,-0.772529478058502,0.127563864984637,0.0606768139793608,-2
"45","kansas-state montana-state 2023",12,1,1,1,12,12,11,-0.0739681981295206,4.33110640986255,-5.23350084879797,-0.600119582469326,0.532067777131427,0.0968535599332831,-0.0377203460605614,-1
"46","michigan-state southern-california 2023",10,1,1,1,10,10,3,-0.682241281287613,-0.0874341101893883,-5.03220724989087,0.507770422179373,-4.33910062347033,-0.0509977359120938,-0.148001794846313,2
"47","marquette vermont 2023",17,1,1,1,17,17,13,0.378526579282573,4.37647929503593,-5.18196213142577,-0.992033406808846,2.98911408779772,0.0928008570024125,0.105723578033762,0
"48","alabama texas-am-corpus-christi 2023",22,1,1,1,22,22,15,1.13652006313767,7.65786195079784,-5.15278387038567,-0.311059559861439,0.277330413632029,0.0189690603713039,0.0113032124324185,1
"49","maryland west-virginia 2023",2,1,1,1,2,2,1,0.840291879436609,0.445703819183559,-4.9965074870764,1.05712400191932,0.407833872877166,0.0249091643164934,0.126388144456615,-1
"50","san-diego-state college-of-charleston 2023",6,1,1,1,6,6,7,-0.81742237587843,2.50441572587726,-5.00304372237784,0.183060098349615,2.06011978264364,-0.0235175404433522,-0.110307746401302,0
"51","virginia furman 2023",-1,1,1,0,-1,-1,9,-0.446637032150285,3.36553986186193,-5.44376880393889,0.794464681055717,3.4728537413557,-0.145525981705705,-0.0841337588075216,-2
"52","creighton north-carolina-state 2023",9,1,1,1,9,9,5,-0.00762515327924262,1.30120411926563,-4.88040407015158,-1.86570707231465,-3.42872862918964,-0.0934145463038242,-0.108878766223393,0
"53","baylor california-santa-barbara 2023",18,1,1,1,18,18,11,-0.0772593624705333,4.17298147381635,-5.24327569703537,-0.505172016491092,0.0183781625682951,0.118553427621906,-0.0120321945378329,0
"54","missouri utah-state 2023",11,1,1,1,11,11,3,-1.00205225123041,-1.27366594816013,-5.46954891129332,0.709369904015883,4.20915428536307,-0.00331009756409513,0.0679571341641054,2
"55","arizona princeton 2023",-4,1,1,0,-4,-4,13,0.677995232330639,5.20420501511593,-5.0993538036179,-0.398682901424366,0.664084265074031,0.0469524190966871,0.174836109371446,-2
"56","houston northern-kentucky 2023",11,1,1,1,11,11,15,3.15797323798121,7.5726392638418,-4.84690488574014,1.03288988112699,2.58298962577196,0.125231776833332,0.337990676050629,0
"57","iowa auburn 2023",-8,1,1,0,-8,-8,1,-0.10513125223257,-0.52181148882216,-4.89071608136805,1.90645417437938,-4.11276175799744,-0.00658281108599796,0.146144406072712,-1
"58","miami-fl drake 2023",7,1,1,1,7,7,7,-1.20561635944959,1.14848776396541,-5.17392174870942,-0.347680369014018,2.11235998184477,0.0239412020057719,0.110194591492266,0
"59","indiana kent-state 2023",11,1,1,1,11,11,9,-0.874478963190679,2.65171288557943,-4.96794972409327,-0.02183694300368,-2.53114334668383,-0.0573180320989325,-0.00757620942199821,0
"60","iowa-state pittsburgh 2023",-18,1,1,0,-18,-18,5,-0.282286696662954,1.39003572326416,-5.25336215056989,-1.45833831649174,2.98974357067636,0.0371627812731135,-0.265982280782954,1
"61","xavier kennesaw-state 2023",5,1,1,1,5,5,11,0.329769430785099,5.26178218104807,-5.02267925542619,0.356367466756564,-1.60285552855109,0.0861639780924842,0.196122180877739,-3
"62","texas-am penn-state 2023",-17,1,1,0,-17,-17,3,0.458100975726119,0.0751039096541906,-5.30649066187817,-1.52691056973634,2.81328193288135,0.297986180456082,-0.0972432499745986,1
"63","texas colgate 2023",20,1,1,1,20,20,13,-0.0192305186748367,5.38541664198926,-5.48592369745199,-0.112931521367535,1.33521470784539,0.0729137591442367,-0.203146884899111,1
"64","arizona-state nevada 2023",25,1,1,1,25,25,0,-0.545478759509129,0.21460541250584,-5.12454226834737,-0.0121617836668069,2.81720039916084,0.127889654409681,-0.0634868068363327,0
"65","mississippi-state pittsburgh 2023",-1,1,1,0,-1,-1,0,-0.350917178322392,0.48252655604763,-5.27757749922992,-0.741178417741075,3.29654903740095,0.128194545466866,-0.220337676773544,1
"66","texas-southern fairleigh-dickinson 2023",-23,1,1,0,-23,-23,0,-1.31541643264957,0.261958971521482,-5.00653634577603,-1.66916136647263,0.0559599479152926,-0.0552047823496609,-0.434049485115239,1
"67","notre-dame rutgers 2022",2,1,1,1,2,2,0,0.705005377055287,0.0579699234141136,-4.70447253716516,0.739919673318376,-5.09604829135143,-0.118937420239434,0.0171786427746078,0
"68","alabama notre-dame 2022",-14,1,1,0,-14,-14,5,-0.501720852079706,1.58885516090816,-5.17355735631896,-1.60808038590684,4.40523387729938,0.210400445700585,0.0375103995567471,1
"69","gonzaga georgia-state 2022",21,1,1,1,21,21,15,3.01741249385958,7.68359112781492,-4.43711987556524,-0.495163154471951,-2.39355644258263,-0.159264902009424,0.411459407742256,0
"70","boise-state memphis 2022",-11,1,1,0,-11,-11,NA,0.786831819845666,0.232205218257684,-5.06505360020715,2.32729490942736,-4.44048185924567,-0.146981106594222,-0.0423146298745776,-3
"71","connecticut new-mexico-state 2022",-7,1,1,0,-7,-7,NA,0.714665638467492,3.75628892431172,-5.0115752782808,1.52817948462941,2.39875453844021,0.0445804471968087,0.243738777496032,-2
"72","arkansas vermont 2022",4,1,1,1,4,4,NA,-1.70645393939709,2.47738599505951,-5.41394634736904,-0.769350192578805,3.20884019389823,0.103869404947322,-0.212096022392727,-3
"73","texas-tech montana-state 2022",35,1,1,1,35,35,NA,0.85884103415393,5.94837499376775,-5.32751195255109,-0.431312926897382,3.56792240287826,0.0770420971418845,0.00803583123484266,0
"74","michigan-state davidson 2022",1,1,1,1,1,1,NA,-1.62512185018752,0.579703817887162,-5.45695906215316,-1.78696160787598,2.87605777900905,0.133530922351824,-0.183164696735817,1
"75","duke cal-state-fullerton 2022",17,1,1,1,17,17,NA,2.04893784240369,5.69140984889087,-4.85425441733219,1.16396488680931,2.58080682811291,0.0563641816213212,0.475179915173053,0
"76","baylor norfolk-state 2022",36,1,1,1,36,36,NA,-0.0173782198480223,7.16418483775954,-5.16052587704828,0.799422413187711,2.18884073937849,0.0236521620459947,0.0940189315641348,-1
"77","north-carolina marquette 2022",32,1,1,1,32,32,NA,0.835170016047529,1.0483899908831,-5.03361637313582,1.10924245586169,-2.84227105377633,0.136714408156781,0.220362832977531,-3
"78","saint-marys-ca indiana 2022",29,1,1,1,29,29,NA,1.1195895236266,0.532729254265444,-4.93384351354095,-0.274998336565228,-2.08891776243359,-0.0309980034875769,0.0471214689620787,-1
"79","ucla akron 2022",4,1,1,1,4,4,NA,0.671337549497682,6.06123005603555,-5.14421777571362,1.72417403528228,1.49072964899502,0.0611851332268875,0.161376825931237,1
"80","texas virginia-tech 2022",8,1,1,1,8,8,NA,0.122055111560458,0.617825309355134,-5.24785311513539,0.0331364440947572,2.12392031594755,0.0880651551888425,-0.123717640493258,1
"81","purdue yale 2022",22,1,1,1,22,22,NA,1.70376608800884,6.24457168009314,-4.86282638385128,0.542715683702576,-0.531219311995708,0.192701392333683,0.434171276215375,1
"82","murray-state san-francisco 2022",5,1,1,1,5,5,NA,-6.31017356080732,-4.89622233001288,NA,NA,-10.8390667574932,-0.496491360507287,-1.71841954622988,1
"83","kentucky saint-peters 2022",-6,1,1,0,-6,-6,NA,1.8242074727409,6.61742234783149,-4.71943783878602,1.75278934031434,-2.26908215627286,0.099297033811436,0.466280667631916,-2
"84","arizona bryant 2022",17,1,1,1,17,17,NA,2.62551274459887,8.25943268635024,-4.90025936390827,0.46098930492828,2.01755576675431,0.117741545841773,0.373059724819818,-1
"85","seton-hall texas-christian 2022",-27,1,1,0,-27,-27,NA,0.588485458110072,0.0870956620863232,-4.71040753731266,1.22139506801368,1.6556999747249,-0.0720516346793123,0.15711865763167,0
"86","houston alabama-birmingham 2022",14,1,1,1,14,14,NA,0.838540187776966,3.67319573935135,-5.04962216538027,-0.0810817912288231,1.56115223034876,0.136263970175839,0.0627739500700823,-2
"87","illinois chattanooga 2022",1,1,1,1,1,1,NA,-0.668900178713179,3.1524229638626,-5.16554775718092,-0.277168789429594,-2.21404706215301,-0.0382592071046645,-0.121028911239294,-2
"88","colorado-state michigan 2022",-12,1,1,0,-12,-12,NA,1.20346547032874,-0.573279726474133,-4.99684883156335,0.773850971864364,2.34159328412813,-0.150479882783534,0.128025075987219,1
"89","tennessee longwood 2022",32,1,1,1,32,32,NA,-0.224873044290415,6.40184989771145,-5.08313457718733,-0.273101636614347,2.78344588062511,-0.0637337830997666,-0.117664116101463,0
"90","ohio-state loyola-il 2022",13,1,1,1,13,13,NA,-1.51974397569508,0.0247365222815157,-5.36184583676182,0.635067425161801,0.173230009396729,0.0716725793355142,0.0329814072616628,-1
"91","villanova delaware 2022",20,1,1,1,20,20,NA,1.63753114940012,6.1853766094087,-5.21528183768994,1.68338037843999,-1.1791293744179,0.00901993092661364,0.13274159972954,-1
"92","kansas texas-southern 2022",27,1,1,1,27,27,NA,1.54531455744276,7.53396510361889,-4.67416715276428,1.31549585205781,-0.840424873685619,-0.0434764855610957,0.380266196544228,-1
"93","san-diego-state creighton 2022",-3,1,1,0,-3,-3,NA,0.748808350637299,0.508226134406409,-5.0924543245159,0.107921271515552,3.31562210344756,-0.0828613892298989,-0.0913272905307638,2
"94","iowa richmond 2022",-4,1,1,0,-4,-4,NA,1.83714956833341,3.52462287662294,-4.93542148014867,0.590021546136828,1.31984777969068,0.196179976236444,0.378525913506291,1
"95","providence south-dakota-state 2022",9,1,1,1,9,9,NA,-1.61964920854444,1.61665851036049,-5.78871056501237,-0.452180892300758,0.837424399048323,0.0952301693562331,-0.387132723507285,-1
"96","louisiana-state iowa-state 2022",-5,1,1,0,-5,-5,NA,1.44581340829001,2.03928065925638,-4.78747557139185,0.0840249579750907,4.20530706270747,0.134042773029544,0.284983520497195,-1
"97","wisconsin colgate 2022",7,1,1,1,7,7,NA,-0.626863068983176,4.74784888732392,-5.32862455756069,1.65948769272708,-1.26530359214556,-0.0103705761118137,-0.0869709493993263,-1
"98","southern-california miami-fl 2022",-2,1,1,0,-2,-2,NA,0.647018337918311,0.861685666539818,-5.19286213693543,-0.953069509113455,-2.57961308803628,0.188685149357441,-0.141366667337191,0
"99","auburn jacksonville-state 2022",19,1,1,1,19,19,NA,0.541080399342207,5.53714619955584,-5.2674825186507,1.19377610451342,7.12811708286075,0.000592809213981838,0.0744139565144906,0
"100","wyoming indiana 2022",-8,1,1,0,-8,-8,0,0.671171264663719,-1.06293469926837,-4.9214592050925,-0.082980703280942,-5.24265695193427,-0.012277596899861,0.0111380098950029,-1
"101","baylor north-carolina 2022",-7,2,1.5,0,-10.5,-14,NA,0.949175585041786,1.63941959338315,-5.19266969311017,-0.551360882588406,2.9639957928232,0.0609584979003822,-0.0819942525940849,2
"102","ucla saint-marys-ca 2022",16,2,1.5,1,24,32,NA,0.359034041070423,1.39159494730486,-5.06362547549243,1.73099402065004,1.24263733143656,0.158750841941225,0.209963630655925,1
"103","purdue texas 2022",10,2,1.5,1,15,20,NA,0.232815472927278,0.821624813866838,-4.81897653267868,0.137582232647452,-2.73256363041661,0.0662329573412603,0.30872070432371,1
"104","murray-state saint-peters 2022",-10,2,1.5,0,-15,-20,NA,-5.25682865179269,-0.529196872533958,NA,NA,-11.9152906870785,-0.51826872748244,-1.47798997790985,0
"105","ucla north-carolina 2022",-7,4,1.75,0,-12.25,-28,NA,0.899775601574783,1.26760552561109,-5.19760189944123,1.21614656521953,1.12621810663259,0.0773045726536422,0.000258638371535369,3
"106","purdue saint-peters 2022",-3,4,1.75,0,-5.25,-12,NA,1.11335071955143,5.70418019802555,-4.68385798216018,1.22296503207279,-3.80656565770134,0.0865105351136741,0.423678774639981,1
"107","north-carolina saint-peters 2022",20,8,1.875,1,37.5,160,NA,0.406187865581986,4.63858708105708,-4.71013743648293,1.52461736433398,-2.92505207536488,-0.0366070480871518,0.347032330033199,-3
"108","gonzaga memphis 2022",4,2,1.5,1,6,8,NA,3.51975176426446,4.32251743493056,-4.98463303198927,2.73254122159345,-2.86756871060782,-0.185337590148033,0.472032466417881,-2
"109","arkansas new-mexico-state 2022",5,2,1.5,1,7.5,10,NA,0.0593146174071393,3.44389064809204,-5.00481004445512,1.28614579742003,1.32733804363829,-0.154326255556716,0.0833779855161847,-4
"110","texas-tech notre-dame 2022",6,2,1.5,1,9,12,NA,1.39292580067311,2.87520872805712,-5.17395303218063,-1.98660532056337,5.8613092837325,0.158924217980725,0.00418011641262304,3
"111","duke michigan-state 2022",9,2,1.5,1,13.5,18,NA,2.15157429486689,1.65597296307018,-4.9708883177141,1.95648627483378,0.718693965406326,-0.00316750013088409,0.389190555068418,-1
"112","gonzaga arkansas 2022",-6,4,1.75,0,-10.5,-24,NA,3.06187803451058,3.01025748584367,-4.79261065247878,0.16903600178675,0.0814901660506742,-0.00557392186971333,0.468243963548619,1
"113","duke texas-tech 2022",5,4,1.75,1,8.75,20,NA,0.286304027344466,-0.209694352952084,-5.00886829085449,2.37461004254379,-0.971532465744836,-0.00355778685879979,0.379832976905875,-2
"114","duke arkansas 2022",9,8,1.875,1,16.875,72,NA,1.26013904232196,0.799510273832969,-4.82930049487257,0.961046296093275,0.213663091351179,0.0532349222772111,0.390928568832438,1
"115","kansas creighton 2022",7,2,1.5,1,10.5,14,NA,1.1985713954378,2.41688739866943,-5.05217111417249,0.92527730268896,0.0257845934215339,-0.00811244152408994,0.209828649369716,2
"116","providence richmond 2022",28,2,1.5,1,42,56,NA,0.218787122950108,1.15458518925724,-4.95803820094313,-1.06338750992627,-1.05029181666378,0.130376345674269,-0.0433388025550732,-1
"117","wisconsin iowa-state 2022",-5,2,1.5,0,-7.5,-10,NA,0.659337108525552,1.50704867158342,-4.78992782544385,3.3038482952466,-3.20775060873295,0.000893809139634705,0.329695782047055,-2
"118","auburn miami-fl 2022",-18,2,1.5,0,-27,-36,NA,1.37484829784383,2.75247073298969,-5.19212222591143,-0.565273022849659,4.88211619502194,0.125152789619091,-0.0441731371849592,1
"119","kansas providence 2022",5,4,1.75,1,8.75,20,NA,1.19330764373539,2.79294051591266,-4.8804582916557,-0.356622314608148,0.956497913239424,0.0417486724623069,0.201668385234035,1
"120","miami-fl iowa-state 2022",14,4,1.75,1,24.5,56,NA,0.118744148312386,-0.487066751662001,-4.75302481913371,2.49677552457335,0.00115139629421712,-0.0655717465761828,0.437872016445769,-1
"121","kansas miami-fl 2022",26,8,1.875,1,48.75,208,NA,1.36522268069041,3.34578189453818,-5.16472742409088,-1.28653069619806,-1.83419876406945,0.158719272167556,-0.0260798970262631,1
"122","arizona texas-christian 2022",5,2,1.5,1,7.5,10,NA,2.80046776247912,3.07110084532547,-4.6445352404551,0.841424614353855,1.15394918227099,0.00197630382344709,0.461593011288487,-1
"123","illinois houston 2022",-15,2,1.5,0,-22.5,-30,NA,-2.03553878763182,-1.44485704594188,-4.98765888986046,-0.342070725261186,-7.38302241072419,-0.216140651265064,-0.206272280259144,-1
"124","tennessee michigan 2022",-8,2,1.5,0,-12,-16,NA,1.57412944219902,2.19245543725256,-5.05088838889601,0.0233730780951991,5.21191390627468,-0.0323554749734649,0.00480614211976622,0
"125","villanova ohio-state 2022",10,2,1.5,1,15,20,NA,1.36173703277948,2.08911649526402,-5.25468769386241,0.958662153370233,-0.424274890797024,-0.0102902701420641,0.0858548931534173,-2
"126","arizona houston 2022",-12,4,1.75,0,-21,-48,NA,-0.15505022799855,0.335972019927588,-4.9543458058865,-0.725383181556177,-3.15291139636212,-0.088200001421816,0.0502836038330738,0
"127","villanova michigan 2022",8,4,1.75,1,14,32,NA,1.85607763695162,2.28540398082269,-5.01412753273126,1.10040581954604,1.29651286198463,-0.0404457509153427,0.182869832012419,-2
"128","villanova houston 2022",6,8,1.875,1,11.25,48,NA,-1.27726957875527,-0.256878268512747,-4.97267848438368,0.634672886857309,-5.68280993123418,-0.240570555617873,-0.10974401477631,-1
"129","kansas villanova 2022",16,16,1.9375,1,31,256,NA,-0.359733564570117,-0.0889939070662242,-5.17494894429895,-1.30562594993629,0.657149154472355,0.0462687797177449,-0.0400528305601164,2
"130","duke north-carolina 2022",-4,16,1.9375,0,-7.75,-64,NA,1.32491109637586,1.00758652432357,-5.15289680803087,0.642234844723864,2.18086672386193,0.0560303857390655,0.206230342522043,2
"131","kansas north-carolina 2022",3,32,1.96875,1,5.90625,96,NA,0.60259618137552,1.57423373438514,-5.16984704776225,-0.605007185154348,0.388585661358395,0.0668593948624999,-0.03157769021146,3
"132","gonzaga norfolk-state 2021",43,1,1,1,43,43,NA,3.6894879238769,9.74607267187867,-4.80433013678706,0.444451064156607,0.344075232445304,0.0508868783748003,0.714377420015537,-3
"133","oklahoma missouri 2021",4,1,1,1,4,4,NA,1.1628531460336,1.16049024388354,-4.88305556950529,1.64131291098635,1.7370239658897,-0.0241032364144768,0.23563896494916,-1
"134","creighton california-santa-barbara 2021",1,1,1,1,1,1,NA,-1.34498665571527,3.05996462147214,-5.29349404405322,-0.17810426149322,0.0490931811188364,-0.106946964869926,-0.100888054739113,-1
"135","virginia ohio 2021",-4,1,1,0,-4,-4,NA,-0.0155255052140237,3.02748303145826,-5.37242250211777,0.183387207776378,2.1965711944195,-0.156160981996801,-0.0640267427103613,0
"136","southern-california wichita-state 2021",16,1,1,1,16,16,NA,0.729859347482081,1.6662761933027,-4.69456633533513,-1.00349249685993,0.546592423538442,0.129465683191549,0.0672551021672188,2
"137","kansas eastern-washington 2021",9,1,1,1,9,9,NA,-0.425211449854522,3.84438307954184,-5.35515233195854,-0.420031596708141,3.82177066636283,0.0643262527954239,-0.109468475596077,-1
"138","oregon virginia-commonwealth 2021",5,1,1,1,5,5,NA,-0.169384130527749,-0.192756890342959,-5.01213332835235,1.96402384367953,-4.50963380473556,0.0487444735474103,0.132479707728506,-2
"139","iowa grand-canyon 2021",12,1,1,1,12,12,NA,-0.64066075354849,5.38170942562986,-5.23502874757646,1.97421818901441,1.68220553348742,-0.0241628084382379,0.282660858841899,1
"140","michigan texas-southern 2021",16,1,1,1,16,16,NA,1.39948343835125,9.34312904781327,-4.82250865914807,1.26151675247535,-2.17633053112012,-0.085147064811381,0.322498167325399,-2
"141","louisiana-state st-bonaventure 2021",15,1,1,1,15,15,NA,-1.13870983082096,-0.540623454566162,-4.89391349882991,-0.263733517144558,-0.886580841221953,0.0164238078393452,0.0771494224161312,2
"142","colorado georgetown 2021",23,1,1,1,23,23,NA,2.37932172970649,1.57301209014498,-4.84039445334562,2.07022558469649,-1.07614079961648,0.0404918949003584,0.267384928084926,3
"143","florida-state north-carolina-greensboro 2021",10,1,1,1,10,10,NA,0.214377662184384,3.93284420920326,-4.54701279395435,-2.30343230103683,0.552005119240276,0.0915741847478847,0.113166822768016,0
"144","brigham-young michigan-state 2021",-11,1,1,0,-11,-11,NA,2.676425959728,1.09789864881294,-4.62559219467166,-0.107053467644098,-2.02393551227374,0.00988152817268038,0.282840934532058,0
"145","texas abilene-christian 2021",-1,1,1,0,-1,-1,NA,-2.08852896780952,3.4841149018025,-5.01067215450169,-0.517881828821624,-2.63500320061361,-0.0164605582432655,-0.0463890005616062,-3
"146","connecticut maryland 2021",-8,1,1,0,-8,-8,NA,0.550341753095855,-0.125707391968396,-5.15891713478659,0.267531656675371,2.70419764522308,0.225725869729641,0.0612910936850536,2
