Game ID,Year,Region,Round,Game Location,Better Seed,Team - Better Seed,Spread,Over/Under Total,Worse Seed,Team - Worse Seed,Better Seed - Score,Worse Seed - Score,Game Winner - Team,Game Winner - Seed,Better Seed vs. Spread,Better Seed vs. Spread (Points),O/U,O/U Margin,Margin of Victory,Total Points Scored,Better Seed Conference,Worse Seed - Conference,Better Seed Ken Pom,Worse Seed Ken Pom,Better Seed and Worse Ken Pom?,Ken Pom Ranking Margin,KP EM Diff,Better Seed KP Expected Margin,Worse Seed KP Expected Marg.,Better Seed Adj Off. Eff Rank,Worse Seed Adjusted Off Eff. Rank,Better Seed Adj. Def Eff. Rank,Worse Seed Adjusted Def. Rank,Futures Better to F4,Futures Worse to F4,
571,2013,South,2) Second Round,Kansas City,1,Kansas,-6,146,8,North-Carolina,70,58,Kansas,Better Seed,Win,-6,UNDER,-18,12,128,Big 12,ACC,6,32,No,26,8.196,25.343,17.147,24,30,5,51,,,
572,2013,South,2) Second Round,Auburn Hills,4,Michigan,-3.5,144.5,5,VCU,78,53,Michigan,Better Seed,Win,-21.5,UNDER,-13.5,25,131,Big Ten,Atlantic 10,9,21,No,12,5.629,24.904,19.275,2,22,66,41,,,
573,2013,South,2) Second Round,Austin,3,Florida,-7.5,125.5,11,Minnesota,78,64,Florida,Better Seed,Win,-6.5,OVER,16.5,14,142,SEC,Big Ten,1,23,No,22,12.861,31.972,19.111,6,21,4,43,,,
574,2013,South,2) Second Round,Philadelphia,7,San-Diego-State,-7.5,135.5,15,Florida-Gulf-Coast,71,81,Florida Gulf Coast,Worse Seed,Loss,17.5,OVER,16.5,10,152,Mountain West,Atlantic Sun,26,129,No,103,15.211,18.554,3.343,79,153,7,125,,,
575,2013,South,3) Sweet 16,Arlington,1,Kansas,-1.5,138,4,Michigan,85,87,Michigan,Worse Seed,Loss,3.5,OVER,34,2,172,Big 12,Big Ten,6,9,No,3,0.439,25.343,24.904,24,2,5,66,,,
576,2013,South,3) Sweet 16,Arlington,3,Florida,-14,137.5,15,Florida-Gulf-Coast,62,50,Florida,Better Seed,Loss,2,UNDER,-25.5,12,112,SEC,Atlantic Sun,1,129,No,128,28.629,31.972,3.343,6,153,4,125,,,
577,2013,South,4) Elite 8,Arlington,3,Florida,-3.5,135,4,Michigan,59,79,Michigan,Worse Seed,Loss,23.5,OVER,3,20,138,SEC,Big Ten,1,9,No,8,7.068,31.972,24.904,6,2,4,66,,,
578,2013,East,1) Round of 64,Dayton,1,Indiana,-21.5,136.5,16,James-Madison,83,62,Indiana,Better Seed,Loss,0.5,OVER,8.5,21,145,Big Ten,CAA,3,191,No,188,31.539,29.88,-1.659,1,224,28,147,,,
579,2013,East,1) Round of 64,Dayton,8,North-Carolina-State,-4.5,149.5,9,Temple,72,76,Temple,Worse Seed,Loss,8.5,UNDER,-1.5,4,148,ACC,Atlantic 10,29,60,No,31,5.399,17.359,11.96,9,36,114,116,,,
580,2013,East,1) Round of 64,San Jose,5,UNLV,-3.5,130,12,California,61,64,California,Worse Seed,Loss,6.5,UNDER,-5,3,125,Mountain West,Pac-12,31,59,No,28,4.528,17.203,12.675,97,89,10,44,,,
581,2013,East,1) Round of 64,San Jose,4,Syracuse,-13.5,126,13,Montana,81,34,Syracuse,Better Seed,Win,-33.5,UNDER,-11,47,115,Big East,Big Sky,12,137,No,125,19.812,22.548,2.736,14,120,24,177,,,
582,2013,East,1) Round of 64,Lexington,6,Butler,-3.5,122.5,11,Bucknell,68,56,Butler,Better Seed,Win,-8.5,OVER,1.5,12,124,Atlantic 10,Patriot,48,55,No,7,1.351,14.774,13.423,51,77,52,40,,,
583,2013,East,1) Round of 64,Lexington,3,Marquette,-3.5,137,14,Davidson,59,58,Marquette,Better Seed,Loss,2.5,UNDER,-20,1,117,Big East,Southern,25,65,No,40,7.432,18.631,11.199,19,33,53,144,,,
584,2013,East,1) Round of 64,Austin,7,Illinois,-1,128.5,10,Colorado,57,49,Illinois,Better Seed,Win,-7,UNDER,-22.5,8,106,Big Ten,Pac-12,44,49,No,5,0.346,15.092,14.746,48,91,50,26,,,
585,2013,East,1) Round of 64,Austin,2,Miami-(FL),-14.5,124,15,Pacific,78,49,Miami (FL),Better Seed,Win,-14.5,OVER,3,29,127,ACC,Big West,13,111,No,98,16.766,22.289,5.523,26,98,16,150,,,
586,2013,East,2) Second Round,Dayton,1,Indiana,-12.5,146.5,9,Temple,58,52,Indiana,Better Seed,Loss,6.5,UNDER,-36.5,6,110,Big Ten,Atlantic 10,3,60,No,57,17.92,29.88,11.96,1,36,28,116,,,
587,2013,East,2) Second Round,San Jose,4,Syracuse,-7.5,126.5,12,California,66,60,Syracuse,Better Seed,Loss,1.5,UNDER,-0.5,6,126,Big East,Pac-12,12,59,No,47,9.873,22.548,12.675,14,89,24,44,,,
588,2013,East,2) Second Round,Lexington,3,Marquette,-1.5,128,6,Butler,74,72,Marquette,Better Seed,Win,-0.5,OVER,18,2,146,Big East,Atlantic 10,25,48,No,23,3.857,18.631,14.774,19,51,53,52,,,
589,2013,East,2) Second Round,Austin,2,Miami-(FL),-8,128,7,Illinois,63,59,Miami (FL),Better Seed,Loss,4,UNDER,-6,4,122,ACC,Big Ten,13,44,No,31,7.197,22.289,15.092,26,48,16,50,,,
590,2013,East,3) Sweet 16,Washington,1,Indiana,-5,135.5,4,Syracuse,50,61,Syracuse,Worse Seed,Loss,16,UNDER,-24.5,11,111,Big Ten,Big East,3,12,No,9,7.332,29.88,22.548,1,14,28,24,,,
591,2013,East,3) Sweet 16,Washington,2,Miami-(FL),-6,128,3,Marquette,61,71,Marquette,Worse Seed,Loss,16,OVER,4,10,132,ACC,Big East,13,25,No,12,3.658,22.289,18.631,26,19,16,53,,,
592,2013,East,4) Elite 8,Washington,3,Marquette,4.5,127,4,Syracuse,39,55,Syracuse,Worse Seed,Loss,11.5,UNDER,-33,16,94,Big East,Big East,25,12,Yes,-13,-3.917,18.631,22.548,19,14,53,24,,,
593,2012,South,1) Round of 64,Louisville,1,Kentucky,-26.5,136.5,16,Western-Kentucky,81,66,Kentucky,Better Seed,Loss,11.5,OVER,10.5,15,147,SEC,Sun Belt,1,201,No,200,34.52,31.68,-2.84,2,257,6,138,,,
594,2012,South,1) Round of 64,Louisville,8,Iowa-State,2,137.5,9,Connecticut,77,64,Iowa State,Better Seed,Win,-15,OVER,3.5,13,141,Big 12,Big East,31,39,No,8,1.4,16.38,14.98,27,42,60,56,,,
595,2012,South,1) Round of 64,Portland,5,Wichita-State,-7,138,12,VCU,59,62,VCU,Worse Seed,Loss,10,UNDER,-17,3,121,Missouri Valley,CAA,8,50,No,42,10.57,23.24,12.67,9,90,22,33,,,
596,2012,South,1) Round of 64,Portland,4,Indiana,-6.5,155.5,13,New-Mexico-State,79,66,Indiana,Better Seed,Win,-6.5,UNDER,-10.5,13,145,Big Ten,WAC,11,56,No,45,10.86,22.51,11.65,5,62,70,77,,,
597,2012,South,1) Round of 64,Albuquerque,6,UNLV,-6,136.5,11,Colorado,64,68,Colorado,Worse Seed,Loss,10,UNDER,-4.5,4,132,Mountain West,Pac-12,32,88,No,56,7.8,16.06,8.26,58,135,24,58,,,
598,2012,South,1) Round of 64,Albuquerque,3,Baylor,-8,140.5,14,South-Dakota-State,68,60,Baylor,Better Seed,Push,0,UNDER,-12.5,8,128,Big 12,Summit,12,54,No,42,9.6,21.36,11.76,15,24,29,158,,,
599,2012,South,1) Round of 64,Greensboro,7,Notre-Dame,-2,124,10,Xavier,63,67,Xavier,Worse Seed,Loss,6,OVER,6,4,130,Big East,Atlantic 10,43,57,No,14,2.52,14.17,11.65,52,82,53,54,,,
600,2012,South,1) Round of 64,Greensboro,2,Duke,-12,148.5,15,Lehigh,70,75,Lehigh,Worse Seed,Loss,17,UNDER,-3.5,5,145,ACC,Patriot,13,82,No,69,11.88,20.83,8.95,6,68,68,115,,,
601,2012,South,2) Second Round,Louisville,1,Kentucky,-12,142,8,Iowa-State,87,71,Kentucky,Better Seed,Win,-4,OVER,16,16,158,SEC,Big 12,1,31,No,30,15.3,31.68,16.38,2,27,6,60,,,
602,2012,South,2) Second Round,Portland,4,Indiana,-5.5,141,12,VCU,63,61,Indiana,Better Seed,Loss,3.5,UNDER,-17,2,124,Big Ten,CAA,11,50,No,39,9.84,22.51,12.67,5,90,70,33,,,
603,2012,South,2) Second Round,Albuquerque,3,Baylor,-8,134,11,Colorado,80,63,Baylor,Better Seed,Win,-9,OVER,9,17,143,Big 12,Pac-12,12,88,No,76,13.1,21.36,8.26,15,135,29,58,,,
604,2012,South,2) Second Round,Greensboro,10,Xavier,-4,138.5,15,Lehigh,70,58,Xavier,Better Seed,Win,-8,UNDER,-10.5,12,128,Atlantic 10,Patriot,57,82,No,25,2.7,11.65,8.95,82,68,54,115,,,
605,2012,South,3) Sweet 16,Atlanta,1,Kentucky,-9.5,144.5,4,Indiana,102,90,Kentucky,Better Seed,Win,-2.5,OVER,47.5,12,192,SEC,Big Ten,1,11,No,10,9.17,31.68,22.51,2,5,6,70,,,
606,2012,South,3) Sweet 16,Atlanta,3,Baylor,-6.5,143,10,Xavier,75,70,Baylor,Better Seed,Loss,1.5,OVER,2,5,145,Big 12,Atlantic 10,12,57,No,45,9.71,21.36,11.65,15,82,29,54,,,
607,2012,South,4) Elite 8,Atlanta,1,Kentucky,-7.5,148,3,Baylor,82,70,Kentucky,Better Seed,Win,-4.5,OVER,4,12,152,SEC,Big 12,1,12,No,11,10.32,31.68,21.36,2,15,6,29,,,
608,2012,West,1) Round of 64,Columbus,1,Michigan-State,-19,153,16,LIU-Brooklyn,89,67,Michigan State,Better Seed,Win,-3,OVER,3,22,156,Big Ten,Northeast,3,164,No,161,28.17,28.74,0.57,16,77,1,267,,,
609,2012,West,1) Round of 64,Columbus,8,Memphis,-3,127.5,9,Saint-Louis,54,61,Saint Louis,Worse Seed,Loss,10,UNDER,-12.5,7,115,C-USA,Atlantic 10,10,14,No,4,1.91,22.53,20.62,19,34,17,14,,,
610,2012,West,1) Round of 64,Portland,5,New-Mexico,-4,138.5,12,Long-Beach-State,75,68,New Mexico,Better Seed,Win,-3,OVER,4.5,7,143,Mountain West,Big West,18,34,No,16,4.25,19.92,15.67,48,37,11,51,,,
611,2012,West,1) Round of 64,Portland,4,Louisville,-5.5,139,13,Davidson,69,62,Louisville,Better Seed,Win,-1.5,UNDER,-8,7,131,Big East,Southern,20,68,No,48,8.05,18.8,10.75,126,32,2,141,,,
612,2012,West,1) Round of 64,Louisville,6,Murray-State,-5.5,138,11,Colorado-State,58,41,Murray State,Better Seed,Win,-11.5,UNDER,-39,17,99,Ohio Valley,Mountain West,38,77,No,39,5.64,15.11,9.47,50,25,42,199,,,
613,2012,West,1) Round of 64,Louisville,3,Marquette,-5.5,153.5,14,BYU,88,68,Marquette,Better Seed,Win,-14.5,OVER,2.5,20,156,Big East,West Coast,19,49,No,30,6.43,19.31,12.88,29,95,19,26,,,
614,2012,West,1) Round of 64,Omaha,7,Florida,-3,122.5,10,Virginia,71,45,Florida,Better Seed,Win,-23,UNDER,-6.5,26,116,SEC,ACC,17,25,No,8,2.93,20.3,17.37,3,107,122,5,,,
615,2012,West,1) Round of 64,Omaha,2,Missouri,-21,144.5,15,Norfolk-State,84,86,Norfolk State,Worse Seed,Loss,23,OVER,25.5,2,170,Big 12,MEAC,5,190,No,185,29.1,26.67,-2.43,1,232,82,159,,,
616,2012,West,2) Second Round,Columbus,1,Michigan-State,-7.5,124,9,Saint-Louis,65,61,Michigan State,Better Seed,Loss,3.5,OVER,2,4,126,Big Ten,Atlantic 10,3,14,No,11,8.12,28.74,20.62,16,34,1,14,,,
617,2012,West,2) Second Round,Portland,4,Louisville,-2.5,128,5,New-Mexico,59,56,Louisville,Better Seed,Win,-0.5,UNDER,-13,3,115,Big East,Mountain West,20,18,Yes,-2,-1.12,18.8,19.92,126,48,2,11,,,
618,2012,West,2) Second Round,Louisville,3,Marquette,-5.5,142.5,6,Murray-State,62,53,Marquette,Better Seed,Win,-3.5,UNDER,-27.5,9,115,Big East,Ohio Valley,19,38,No,19,4.2,19.31,15.11,29,50,19,42,,,
619,2012,West,2) Second Round,Omaha,7,Florida,-14,144,15,Norfolk-State,84,50,Florida,Better Seed,Win,-20,UNDER,-10,34,134,SEC,MEAC,17,190,No,173,22.73,20.3,-2.43,3,232,122,159,,,
620,2012,West,3) Sweet 16,Phoenix,1,Michigan-State,-5.5,125,4,Louisville,44,57,Louisville,Worse Seed,Loss,18.5,UNDER,-24,13,101,Big Ten,Big East,3,20,No,17,9.94,28.74,18.8,16,126,1,2,,,
621,2012,West,3) Sweet 16,Phoenix,3,Marquette,-2,148.5,7,Florida,58,68,Florida,Worse Seed,Loss,12,UNDER,-22.5,10,126,Big East,SEC,19,17,Yes,-2,-0.99,19.31,20.3,29,3,19,122,,,
622,2012,West,4) Elite 8,Phoenix,4,Louisville,1,133,7,Florida,72,68,Louisville,Better Seed,Win,-5,OVER,7,4,140,Big East,SEC,20,17,Yes,-3,-1.5,18.8,20.3,126,3,2,122,,,
623,2012,East,1) Round of 64,Pittsburgh,1,Syracuse,-15.5,147.5,16,UNC-Asheville,72,65,Syracuse,Better Seed,Loss,8.5,UNDER,-10.5,7,137,Big East,Big South,7,118,No,111,20.57,25.51,4.94,12,59,12,223,,,
624,2012,East,1) Round of 64,Pittsburgh,8,Kansas-State,-5.5,135.5,9,Southern-Miss,70,64,Kansas State,Better Seed,Win,-0.5,UNDER,-1.5,6,134,Big 12,Conference USA,21,64,No,43,7.03,18.26,11.23,57,43,16,118,,,
625,2012,East,1) Round of 64,Albuquerque,5,Vanderbilt,-5.5,123,12,Harvard,79,70,Vanderbilt,Better Seed,Win,-3.5,OVER,26,9,149,SEC,Ivy League,15,40,No,25,5.57,20.33,14.76,18,70,30,21,,,
626,2012,East,1) Round of 64,Albuquerque,4,Wisconsin,-8.5,117.5,13,Montana,73,49,Wisconsin,Better Seed,Win,-15.5,OVER,4.5,24,122,Big Ten,Big Sky,9,93,No,84,15.34,23.21,7.87,31,154,4,47,,,
627,2012,East,1) Round of 64,Nashville,6,Cincinnati,-3.5,130,11,Texas,65,59,Cincinnati,Better Seed,Win,-2.5,UNDER,-6,6,124,Big East,Big 12,37,30,Yes,-7,-1.37,15.11,16.48,61,26,28,61,,,
628,2012,East,1) Round of 64,Nashville,3,Florida-State,-7,130,14,St.-Bonaventure,66,63,Florida State,Better Seed,Loss,4,UNDER,-1,3,129,ACC,Atlantic 10,23,58,No,35,6.3,17.95,11.65,79,53,9,90,,,
629,2012,East,1) Round of 64,Pittsburgh,7,Gonzaga,1.5,133,10,west-virginia,77,54,Gonzaga,Better Seed,Win,-24.5,UNDER,-2,23,131,West Coast,Big East,27,41,No,14,2.55,17,14.45,36,35,35,72,,,
630,2012,East,1) Round of 64,Pittsburgh,2,Ohio-State,-17.5,131.5,15,Loyola-(MD),78,59,Ohio State,Better Seed,Win,-1.5,OVER,5.5,19,137,Big Ten,MAAC,2,131,No,129,26.16,29.84,3.68,7,149,3,125,,,
631,2012,East,2) Second Round,Pittsburgh,1,Syracuse,-6,134.5,8,Kansas-State,75,59,Syracuse,Better Seed,Win,-10,UNDER,-0.5,16,134,Big East,Big 12,7,21,No,14,7.25,25.51,18.26,12,57,12,16,,,
632,2012,East,2) Second Round,Albuquerque,4,Wisconsin,1,122.5,5,Vanderbilt,60,57,Wisconsin,Better Seed,Win,-4,UNDER,-5.5,3,117,Big Ten,SEC,9,15,No,6,2.88,23.21,20.33,31,18,4,30,,,
633,2012,East,2) Second Round,Nashville,3,Florida-State,-2.5,129,6,Cincinnati,56,62,Cincinnati,Worse Seed,Loss,8.5,UNDER,-11,6,118,ACC,Big East,23,37,No,14,2.84,17.95,15.11,79,61,9,28,,,
634,2012,East,2) Second Round,Pittsburgh,2,Ohio-State,-7.5,136,7,Gonzaga,73,66,Ohio State,Better Seed,Loss,0.5,OVER,3,7,139,Big Ten,West Coast,2,27,No,25,12.84,29.84,17,7,36,3,35,,,
635,2012,East,3) Sweet 16,Boston,1,Syracuse,-3,119.5,4,Wisconsin,64,63,Syracuse,Better Seed,Loss,2,OVER,7.5,1,127,Big East,Big Ten,7,9,No,2,2.3,25.51,23.21,12,31,12,4,,,
636,2012,East,3) Sweet 16,Boston,2,Ohio-State,-7.5,128.5,6,Cincinnati,81,66,Ohio State,Better Seed,Win,-7.5,OVER,18.5,15,147,Big Ten,Big East,2,37,No,35,14.73,29.84,15.11,7,61,3,28,,,
637,2012,East,4) Elite 8,Boston,1,Syracuse,3,136,2,Ohio-State,70,77,Ohio State,Worse Seed,Loss,4,OVER,11,7,147,Big East,Big Ten,7,2,Yes,-5,-4.33,25.51,29.84,12,7,12,3,,,
638,2012,Midwest,1) Round of 64,Greensboro,1,North-Carolina,-16,144.5,16,Vermont,77,58,North Carolina,Better Seed,Win,-3,UNDER,-9.5,19,135,ACC,America East,6,123,No,117,22.02,26.27,4.25,8,139,13,126,,,
639,2012,Midwest,1) Round of 64,Greensboro,8,Creighton,-1.5,136.5,9,Alabama,58,57,Creighton,Better Seed,Loss,0.5,UNDER,-21.5,1,115,Missouri Valley,SEC,26,28,No,2,0.42,17.06,16.64,4,112,171,8,,,
640,2012,Midwest,1) Round of 64,Nashville,5,Temple,-3.5,121,12,South-Florida,44,58,South Florida,Worse Seed,Loss,17.5,UNDER,-19,14,102,Atlantic 10,Big East,35,59,No,24,4.05,15.52,11.47,21,165,93,15,,,
641,2012,Midwest,1) Round of 64,Nashville,4,Michigan,-5.5,126,13,Ohio,60,65,Ohio,Worse Seed,Loss,10.5,UNDER,-1,5,125,Big Ten,MAC,22,67,No,45,7.3,18.07,10.77,22,115,52,39,,,
642,2012,Midwest,1) Round of 64,Columbus,6,San-Diego-State,3,138.5,11,North-Carolina-State,65,79,North Carolina State,Worse Seed,Loss,11,OVER,5.5,14,144,Mountain West,ACC,51,45,Yes,-6,-0.66,12.45,13.11,93,33,34,94,,,
643,2012,Midwest,1) Round of 64,Columbus,3,Georgetown,-3.5,137,14,Belmont,74,59,Georgetown,Better Seed,Win,-11.5,UNDER,-4,15,133,Big East,Atlantic Sun,16,24,No,8,2.71,20.33,17.62,51,10,10,106,,,
644,2012,Midwest,1) Round of 64,Omaha,7,Saint-Marys-Ca,-2,141.5,10,Purdue,69,72,Purdue,Worse Seed,Loss,5,UNDER,-0.5,3,141,West Coast,Big Ten,36,33,Yes,-3,-0.48,15.5,15.98,20,11,101,128,,,
645,2012,Midwest,1) Round of 64,Omaha,2,Kansas,-13.5,143,15,Detroit,65,50,Kansas,Better Seed,Win,-1.5,UNDER,-28,15,115,Big 12,Horizon,4,114,No,110,21.36,26.87,5.51,13,71,7,178,,,
646,2012,Midwest,2) Second Round,Greensboro,1,North-Carolina,-9.5,160,8,Creighton,87,73,North Carolina,Better Seed,Win,-4.5,PUSH,0,14,160,ACC,Missouri Valley,6,26,No,20,9.21,26.27,17.06,8,4,13,171,,,
647,2012,Midwest,2) Second Round,Nashville,12,South-Florida,-2.5,116,13,Ohio,56,62,Ohio,Worse Seed,Loss,8.5,OVER,2,6,118,Big East,MAC,59,67,No,8,0.7,11.47,10.77,165,115,15,39,,,
648,2012,Midwest,2) Second Round,Columbus,3,Georgetown,-4,132,11,North-Carolina-State,63,66,North Carolina State,Worse Seed,Loss,7,UNDER,-3,3,129,Big East,ACC,16,45,No,29,7.22,20.33,13.11,51,33,10,94,,,
649,2012,Midwest,2) Second Round,Omaha,2,Kansas,-8,141.5,10,Purdue,63,60,Kansas,Better Seed,Loss,5,UNDER,-18.5,3,123,Big 12,Big Ten,4,33,No,29,10.89,26.87,15.98,13,11,7,128,,,
650,2012,Midwest,3) Sweet 16,St. Louis,1,North-Carolina,-10.5,142.5,13,Ohio,73,65,North Carolina,Better Seed,Loss,2.5,UNDER,-4.5,8,138,ACC,MAC,6,67,No,61,15.5,26.27,10.77,8,115,13,39,,,
651,2012,Midwest,3) Sweet 16,St. Louis,2,Kansas,-8.5,143,11,North-Carolina-State,60,57,Kansas,Better Seed,Loss,5.5,UNDER,-26,3,117,Big 12,ACC,4,45,No,41,13.76,26.87,13.11,13,33,7,94,,,
652,2012,Midwest,4) Elite 8,St. Louis,1,North-Carolina,2,141.5,2,Kansas,67,80,Kansas,Worse Seed,Loss,11,OVER,5.5,13,147,ACC,Big 12,6,4,Yes,-2,-0.6,26.27,26.87,8,13,13,7,,,
653,2011,East,1) Round of 64,Cleveland,1,Ohio-State,-25.5,140.5,16,UTSA,75,46,Ohio State,Better Seed,Win,-3.5,UNDER,-19.5,29,121,Big Ten,Southland,1,228,No,227,36.772,31.582,-5.19,1,195,13,256,,,
654,2011,East,1) Round of 64,Cleveland,8,George-Mason,2,135,9,Villanova,61,57,George Mason,Better Seed,Win,-6,UNDER,-17,4,118,CAA,Big East,26,27,No,1,0.232,18.013,17.782,26,23,46,53,,,
655,2011,East,1) Round of 64,Tampa,5,west-virginia,-2,125,12,Clemson,84,76,west-virginia,Better Seed,Win,-6,OVER,35,8,160,Big East,ACC,19,29,No,10,2.49,19.713,17.223,31,83,24,9,,,
656,2011,East,1) Round of 64,Tampa,4,Kentucky,-13,133,13,Princeton,59,57,Kentucky,Better Seed,Loss,11,UNDER,-17,2,116,SEC,Ivy League,10,81,No,71,15.316,23.972,8.656,8,96,28,76,,,
657,2011,East,1) Round of 64,Cleveland,6,Xavier,0,141,11,Marquette,55,66,Marquette,Worse Seed,Loss,11,UNDER,-20,11,121,Atlantic 10,Big East,34,28,Yes,-6,-1.433,16.226,17.658,30,15,58,77,,,
658,2011,East,1) Round of 64,Cleveland,3,Syracuse,-13.5,128.5,14,Indiana-State,77,60,Syracuse,Better Seed,Win,-3.5,OVER,8.5,17,137,Big East,Missouri Valley,13,115,No,102,17.481,22.004,4.523,28,188,10,66,,,
659,2011,East,1) Round of 64,Charlotte,7,Washington,-6,147,10,Georgia,68,65,Washington,Better Seed,Loss,3,UNDER,-14,3,133,Pac-10,SEC,14,66,No,52,10.164,21.755,11.591,13,92,37,47,,,
660,2011,East,1) Round of 64,Charlotte,2,North-Carolina,-19,157.5,15,LIU-Brooklyn,102,87,North Carolina,Better Seed,Loss,4,OVER,31.5,15,189,ACC,Northeast,15,107,No,92,16.272,21.573,5.301,49,69,4,188,,,
661,2011,East,2) Second Round,Cleveland,1,Ohio-State,-11.5,137,8,George-Mason,98,66,Ohio State,Better Seed,Win,-20.5,OVER,27,32,164,Big Ten,CAA,1,26,No,25,13.569,31.582,18.013,1,26,13,46,,,
662,2011,East,2) Second Round,Tampa,4,Kentucky,-3.5,134.5,5,west-virginia,71,63,Kentucky,Better Seed,Win,-4.5,UNDER,-0.5,8,134,SEC,Big East,10,19,No,9,4.259,23.972,19.713,8,31,28,24,,,
663,2011,East,2) Second Round,Cleveland,3,Syracuse,-4.5,139,11,Marquette,62,66,Marquette,Worse Seed,Loss,8.5,UNDER,-11,4,128,Big East,Big East,13,28,No,15,4.346,22.004,17.658,28,15,10,77,,,
664,2011,East,2) Second Round,Charlotte,2,North-Carolina,-4,159,7,Washington,86,83,North Carolina,Better Seed,Loss,1,OVER,10,3,169,ACC,Pac-10,15,14,Yes,-1,-0.182,21.573,21.755,49,13,4,37,,,
665,2011,East,3) Sweet 16,Newark,1,Ohio-State,-5.5,142,4,Kentucky,60,62,Kentucky,Worse Seed,Loss,7.5,UNDER,-20,2,122,Big Ten,SEC,1,10,No,9,7.611,31.582,23.972,1,8,13,28,,,
666,2011,East,3) Sweet 16,Newark,2,North-Carolina,-4,150.5,11,Marquette,81,63,North Carolina,Better Seed,Win,-14,UNDER,-6.5,18,144,ACC,Big East,15,28,No,13,3.915,21.573,17.658,49,15,4,77,,,
667,2011,East,4) Elite 8,Newark,2,North-Carolina,1.5,146,4,Kentucky,69,76,Kentucky,Worse Seed,Loss,5.5,UNDER,-1,7,145,ACC,SEC,15,10,Yes,-5,-2.399,21.573,23.972,49,8,4,28,,,
668,2011,West,1) Round of 64,Charlotte,1,Duke,-24.5,135.5,16,Hampton,87,45,Duke,Better Seed,Win,-17.5,UNDER,-3.5,42,132,ACC,MEAC,2,203,No,201,31.966,28.296,-3.67,6,301,7,70,,,
669,2011,West,1) Round of 64,Charlotte,8,Michigan,0,127.5,9,Tennessee,75,45,Michigan,Better Seed,Win,-30,UNDER,-7.5,30,120,Big Ten,SEC,39,54,No,15,2.046,15.086,13.039,52,86,49,40,,,
670,2011,West,1) Round of 64,Tulsa,5,Arizona,-5.5,139.5,12,Memphis,77,75,Arizona,Better Seed,Loss,3.5,OVER,12.5,2,152,Pac-10,C-USA,24,92,No,68,11.684,18.46,6.775,14,156,68,57,,,
671,2011,West,1) Round of 64,Tulsa,4,Texas,-10,157,13,Oakland,85,81,Texas,Better Seed,Loss,6,OVER,9,4,166,Big 12,Summit,5,58,No,53,13.603,26.179,12.575,18,9,3,225,,,
672,2011,West,1) Round of 64,"Washington, D.C.",6,Cincinnati,-1,141,11,Missouri,78,63,Cincinnati,Better Seed,Win,-14,PUSH,0,15,141,Big East,Big 12,20,35,No,15,3.012,19.221,16.209,60,29,8,62,,,
673,2011,West,1) Round of 64,"Washington, D.C.",3,Connecticut,-10,134,14,Bucknell,81,52,Connecticut,Better Seed,Win,-19,UNDER,-1,29,133,Big East,Patriot,16,86,No,70,13.731,21.149,7.417,22,114,25,74,,,
674,2011,West,1) Round of 64,Tucson,7,Temple,-2,118,10,Penn-State,66,64,Temple,Better Seed,Push,0,OVER,12,2,130,Atlantic 10,Big Ten,32,47,No,15,2.478,16.577,14.099,61,42,27,67,,,
675,2011,West,1) Round of 64,Tucson,2,San-Diego-State,-14.5,131,15,Northern-Colorado,68,50,San Diego State,Better Seed,Win,-3.5,UNDER,-13,18,118,Mountain West,Big Sky,6,118,No,112,20.687,25.137,4.45,25,103,2,134,,,
676,2011,West,2) Second Round,Charlotte,1,Duke,-12.5,136,8,Michigan,73,71,Duke,Better Seed,Loss,10.5,OVER,8,2,144,ACC,Big Ten,2,39,No,37,13.21,28.296,15.086,6,52,7,49,,,
677,2011,West,2) Second Round,Tulsa,4,Texas,-5.5,142,5,Arizona,69,70,Arizona,Worse Seed,Loss,6.5,UNDER,-3,1,139,Big 12,Pac-10,5,24,No,19,7.719,26.179,18.46,18,14,3,68,,,
678,2011,West,2) Second Round,"Washington, D.C.",3,Connecticut,-4.5,131,6,Cincinnati,69,58,Connecticut,Better Seed,Win,-6.5,UNDER,-4,11,127,Big East,Big East,16,20,No,4,1.928,21.149,19.221,22,60,25,8,,,
679,2011,West,2) Second Round,Tucson,2,San-Diego-State,-6,126,7,Temple,71,64,San Diego State,Better Seed,Win,-1,OVER,9,7,135,Mountain West,Atlantic 10,6,32,No,26,8.56,25.137,16.577,25,61,2,27,,,
680,2011,West,3) Sweet 16,Anaheim,1,Duke,-9.5,148,5,Arizona,77,93,Arizona,Worse Seed,Loss,25.5,OVER,22,16,170,ACC,Pac-10,2,24,No,22,9.836,28.296,18.46,6,14,7,68,,,
681,2011,West,3) Sweet 16,Anaheim,2,San-Diego-State,-2,130,3,Connecticut,67,74,Connecticut,Worse Seed,Loss,9,OVER,11,7,141,Mountain West,Big East,6,16,No,10,3.989,25.137,21.149,25,22,2,25,,,
682,2011,West,4) Elite 8,Anaheim,3,Connecticut,-3.5,147,5,Arizona,65,63,Connecticut,Better Seed,Loss,1.5,UNDER,-19,2,128,Big East,Pac-10,16,24,No,8,2.689,21.149,18.46,22,14,25,68,,,
683,2011,Southwest,1) Round of 64,Tulsa,1,Kansas,-23.5,137.5,16,Boston-University,72,53,Kansas,Better Seed,Loss,4.5,UNDER,-12.5,19,125,Big 12,America East,3,172,No,169,28.712,28.266,-0.446,4,184,17,163,,,
