Game ID,Year,Region,Round,Game Location,Better Seed,Team - Better Seed,Spread,Over/Under Total,Worse Seed,Team - Worse Seed,Better Seed - Score,Worse Seed - Score,Game Winner - Team,Game Winner - Seed,Better Seed vs. Spread,Better Seed vs. Spread (Points),O/U,O/U Margin,Margin of Victory,Total Points Scored,Better Seed Conference,Worse Seed - Conference,Better Seed Ken Pom,Worse Seed Ken Pom,Better Seed and Worse Ken Pom?,Ken Pom Ranking Margin,KP EM Diff,Better Seed KP Expected Margin,Worse Seed KP Expected Marg.,Better Seed Adj Off. Eff Rank,Worse Seed Adjusted Off Eff. Rank,Better Seed Adj. Def Eff. Rank,Worse Seed Adjusted Def. Rank,Futures Better to F4,Futures Worse to F4,
238,2018,East,1) Round of 64,Dallas,3,texas-tech,-11.5,138,14,stephen-f-austin,70,60,texas-tech,3,Loss,1.5,UNDER,-8,10,130,XXXXX,XXXXX,12,111,No,99,16.32,21.94,5.62,46,176,3,67,0.111111111,0.003322259,
239,2018,East,1) Round of 64,Detroit,7,arkansas,1,152,10,butler,62,79,butler,10,Loss,16,UNDER,-11,17,141,XXXXX,XXXXX,37,25,Yes,-12,-2.23,15.63,17.86,19,32,103,48,0.024390244,0.024390244,
240,2018,East,1) Round of 64,Detroit,2,purdue,-20.5,145.5,15,cal-state-fullerton,74,68,purdue,2,Loss,14.5,UNDER,-3.5,6,142,XXXXX,XXXXX,5,153,No,148,25.34,26.66,1.32,2,177,29,134,0.285714286,0.010989011,
241,2018,East,2) Second Round,Pittsburgh,1,Villanova,XXXXXXX,XXXXXXX,9,Alabama,81,58,Villanova,1,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,23,139,XXXXX,XXXXX,2,51,No,49,17.59,31.41,13.82,1,117,22,13,0.523809524,0.024390244,
242,2018,East,2) Second Round,San Diego_,5,west-Virginia,XXXXXXX,XXXXXXX,13,marshall,94,71,west-Virginia,5,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,23,165,XXXXX,XXXXX,13,113,No,100,16.38,21.77,5.39,14,96,39,143,0.125,0.003322259,
243,2018,East,2) Second Round,Dallas,3,Texas-Tech,XXXXXXX,XXXXXXX,6,florida,69,66,Texas-Tech,3,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,3,135,XXXXX,XXXXX,12,23,No,11,3.23,21.94,18.71,5,37,107,25,0.111111111,0.0625,
244,2018,East,2) Second Round,Detroit,2,purdue,XXXXXXX,XXXXXXX,10,butler,76,73,purdue,2,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,3,149,XXXXX,XXXXX,5,25,No,20,8.8,26.66,17.86,2,32,29,48,0.285714286,0.024390244,
245,2018,East,3) Sweet 16,Boston,1,villanova,XXXXXXX,XXXXXXX,5,west-virginia,90,78,villanova,1,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,12,168,XXXXX,XXXXX,2,13,No,11,9.64,31.41,21.77,1,14,22,39,0.523809524,0.125,
246,2018,East,3) Sweet 16,Boston,2,purdue,XXXXXXX,XXXXXXX,3,texas-tech,78,65,purdue,2,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,13,143,XXXXX,XXXXX,5,12,No,7,4.72,26.66,21.94,2,46,29,3,0.285714286,0.111111111,
247,2018,East,4) Elite 8,Boston,1,villanova,XXXXXXX,XXXXXXX,3,texas-tech,71,59,villanova,1,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,12,130,XXXXX,XXXXX,2,12,No,10,9.47,31.41,21.94,1,46,22,3,0.523809524,0.111111111,
248,2018,West,1) Round of 64,Nashville,1,Xavier,XXXXXXX,XXXXXXX,16,Texas-So,102,83,Xavier,1,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,19,185,XXXXX,XXXXX,14,249,No,235,29.34,21.69,-7.65,7,173,59,315,0.2,0.00039992,
249,2018,West,1) Round of 64,Nashville,8,Missouri,0,148,9,Florida-state,54,67,Florida-state,9,Loss,13,UNDER,-27,13,121,XXXXX,XXXXX,38,35,Yes,-3,-0.35,15.47,15.82,53,30,47,76,0.047619048,0.024390244,
250,2018,West,1) Round of 64,Boise,5,Ohio-state,-8,147,12,South-dakota-state,81,73,Ohio-state,5,Push,0,OVER,7,8,154,XXXXX,XXXXX,15,77,No,62,10.63,21.11,10.48,27,41,16,148,0.076923077,0.00990099,
251,2018,West,1) Round of 64,Boise,4,Gonzaga,-12,136,13,north-carolina-greensboro,68,64,Gonzaga,4,Loss,8,UNDER,-4,4,132,XXXXX,XXXXX,8,82,No,74,15.67,24.73,9.06,12,164,17,30,0.285714286,0.003322259,
252,2018,West,1) Round of 64,Wichita,6,houston,-4,142.5,11,san-diego-state,67,65,houston,6,Loss,2,UNDER,-10.5,2,132,XXXXX,XXXXX,17,50,No,33,6.41,20.55,14.14,31,69,18,36,0.076923077,0.019607843,
253,2018,West,1) Round of 64,Wichita,3,Michigan,-12,135,14,montana,61,47,Michigan,3,Win,-2,UNDER,-27,14,108,XXXXX,XXXXX,10,71,No,61,12.38,23.2,10.82,29,82,4,66,0.25,0.001996008,
254,2018,West,1) Round of 64,Charlotte,7,texas-am,-3.5,138,10,Providence,73,69,texas-am,7,Win,-0.5,OVER,4,4,142,XXXXX,XXXXX,30,63,No,33,4.99,16.91,11.92,71,105,12,35,0.047619048,0.019607843,
255,2018,West,1) Round of 64,Charlotte,2,north-carolina,-19.5,161,15,lipscomb,84,66,north-carolina,2,Loss,1.5,UNDER,-11,18,150,XXXXX,XXXXX,7,1.65,Yes,-5.35,24.65,25.03,0.38,4,195,34,131,0.285714286,0.00049975,
256,2018,West,2) Second Round,Nashville,1,Xavier,XXXXXXX,XXXXXXX,9,Florida-state,70,75,Florida-state,9,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,5,145,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
257,2018,West,2) Second Round,Boise,4,Gonzaga,XXXXXXX,XXXXXXX,5,ohio-state,90,84,Gonzaga,4,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,6,174,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
258,2018,West,2) Second Round,Wichita,3,Michigan,XXXXXXX,XXXXXXX,6,Houston,64,63,Michigan,3,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,1,127,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
259,2018,West,2) Second Round,Charlotte,2,north-carolina,XXXXXXX,XXXXXXX,7,texas-am,86,65,north-carolina,2,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,21,151,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
260,2018,West,3) Sweet 16,Los Angeles,4,gonzaga,XXXXXXX,XXXXXXX,9,Florida-state,60,75,Florida-state,9,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,15,135,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
261,2018,West,3) Sweet 16,Los Angeles,3,Michigan,XXXXXXX,XXXXXXX,7,texas-am,99,72,Michigan,3,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,27,171,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
262,2018,West,4) Elite 8,Los Angeles,3,Michigan,XXXXXXX,XXXXXXX,9,Florida-state,58,54,Michigan,3,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,4,112,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
263,2018,Midwest,1) Round of 64,Wichita,1,kansas,-15.5,146.5,16,pennsylvania,76,60,kansas,1,Win,-0.5,UNDER,-10.5,16,136,XXXXX,XXXXX,9,127,No,118,19.53,23.23,3.7,6,205,46,73,0.307692308,0.000999001,
264,2018,Midwest,1) Round of 64,wichita,8,seton-hall,-2,157.5,9,north-carolina-state,94,83,seton-hall,8,Win,-9,OVER,19.5,11,177,XXXXX,XXXXX,26,41,No,15,2.2,17.33,15.13,26,24,58,100,0.032258065,0.016393443,
265,2018,Midwest,1) Round of 64,San Diego_,5,clemson,-5,133,12,new-mexico-state,79,68,clemson,5,Win,-6,OVER,14,11,147,XXXXX,XXXXX,19,55,No,36,6.71,20.27,13.56,48,116,8,14,0.047619048,0.012345679,
266,2018,Midwest,1) Round of 64,San Diego_,4,auburn,-11,148.5,13,Charleston,62,58,auburn,4,Loss,7,UNDER,-28.5,4,120,XXXXX,XXXXX,16,120,No,104,15.89,20.63,4.74,16,87,44,167,0.076923077,0.003322259,
267,2018,Midwest,1) Round of 64,detroit,6,texas-christian,XXXXXXX,XXXXXXX,11,Syracuse,52,57,Syracuse,11,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,5,109,XXXXX,XXXXX,22,45,No,23,4.2,18.91,14.71,8,17,104,124,0.047619048,0.022246669,
268,2018,Midwest,1) Round of 64,detroit,3,michigan-state,-14,147.5,14,bucknell,82,78,michigan-state,3,Loss,10,OVER,12.5,4,160,XXXXX,XXXXX,6,100,No,94,19.53,26.34,6.81,9,99,9,112,0.333333333,0.003322259,
269,2018,Midwest,1) Round of 64,pittsburgh,7,rhode-island,-2,158,10,oklahoma,83,78,rhode-island,7,Win,-3,OVER,3,5,161,XXXXX,XXXXX,47,46,Yes,-1,-0.04,14.38,14.42,66,38,38,83,0.032258065,0.012345679,
270,2018,Midwest,1) Round of 64,pittsburgh,2,duke,-20.5,157,15,iona,89,67,duke,2,Win,-1.5,UNDER,-1,22,156,XXXXX,XXXXX,3,134,No,131,26.25,29.13,2.88,3,80,7,212,0.4,0.00049975,
271,2018,Midwest,2) Second Round,Wichita,1,kansas,XXXXXXX,XXXXXXX,9,seton-Hall,83,79,kansas,1,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,4,162,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
272,2018,Midwest,2) Second Round,San diego_,4,auburn,XXXXXXX,XXXXXXX,5,clemson,84,53,auburn,4,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,31,137,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
273,2018,Midwest,2) Second Round,Detroit,3,michigan-state,XXXXXXX,XXXXXXX,11,syracuse,53,55,syracuse,11,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,2,108,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
274,2018,Midwest,2) Second Round,pittsburgh,2,duke,XXXXXXX,XXXXXXX,7,rhode-Island,87,62,duke,2,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,25,149,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
275,2018,Midwest,3) Sweet 16,Omaha,1,kansas,XXXXXXX,XXXXXXX,5,clemson,80,76,kansas,1,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,4,156,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
276,2018,Midwest,3) Sweet 16,Omaha,2,duke,XXXXXXX,XXXXXXX,11,syracuse,69,65,duke,2,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,4,134,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
277,2018,Midwest,4) Elite 8,Omaha,1,kansas,XXXXXXX,XXXXXXX,2,duke,85,81,kansas,1,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,4,166,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
278,2018,South,1) Round of 64,Charlotte,1,Virginia,-23,121.5,16,maryland-baltimore-county,54,74,maryland-baltimore-county,16,Loss,43,OVER,6.5,20,128,XXXXX,XXXXX,1,184,No,183,34.06,32.15,-1.91,21,170,1,178,0.476190476,0.00019996,
279,2018,South,1) Round of 64,Charlotte,8,Creighton,-2,144.5,9,Kansas-state,59,69,Kansas-state,9,Loss,12,UNDER,-16.5,10,128,XXXXX,XXXXX,27,44,No,17,2.53,17.28,14.75,22,60,61,41,0.016393443,0.016393443,
280,2018,South,1) Round of 64,Boise,5,Kentucky,-6,143,12,Davidson,78,73,Kentucky,5,Loss,1,OVER,8,5,151,XXXXX,XXXXX,18,43,No,25,5.48,20.39,14.91,25,18,23,115,0.142857143,0.016393443,
281,2018,South,1) Round of 64,Boise,4,Arizona,-9,157.5,13,Buffalo,68,89,Buffalo,13,Loss,30,UNDER,-0.5,21,157,XXXXX,XXXXX,21,75,No,54,8.78,19.36,10.58,15,42,70,136,0.2,0.004975124,
282,2018,South,1) Round of 64,Dallas,6,Miami-(FL),-2,134,11,loyola-il,64,62,Miami-(FL),6,Push,0,UNDER,-8,2,126,XXXXX,XXXXX,36,42,No,6,0.62,15.71,15.09,52,68,45,24,0.032258065,0.016393443,
283,2018,South,1) Round of 64,Dallas,3,Tennessee,-13,132,14,wright-state,73,47,Tennessee,3,Win,-13,UNDER,-12,26,120,XXXXX,XXXXX,11,135,No,124,19.34,22.15,2.81,40,248,5,53,0.125,0.003984064,
284,2018,South,1) Round of 64,Nashville,7,Nevada,-1,143.5,10,texas,87,83,Nevada,7,Win,-3,OVER,26.5,4,170,XXXXX,XXXXX,24,39,No,15,2.71,18.17,15.46,10,94,105,10,0.016393443,0.016393443,
285,2018,South,1) Round of 64,Nashville,2,Cincinnati,-14,129.5,15,Georgia-state,68,53,Cincinnati,2,Win,-1,UNDER,-8.5,15,121,XXXXX,XXXXX,4,96,No,92,19.78,27,7.22,54,102,2,106,0.266666667,0.000999001,
286,2018,South,2) Second Round,Charlotte,9,Kansas-state,XXXXXXX,XXXXXXX,16,maryland-baltimore-county,50,43,Kansas-state,9,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,7,93,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
287,2018,South,2) Second Round,Boise,5,Kentucky,XXXXXXX,XXXXXXX,13,Buffalo,95,75,Kentucky,5,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,20,170,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
288,2018,South,2) Second Round,Dallas,3,Tennessee,XXXXXXX,XXXXXXX,11,loyola-il,62,63,loyola-il,11,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,1,125,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
289,2018,South,2) Second Round,Nashville,2,Cincinnati,XXXXXXX,XXXXXXX,7,Nevada,75,73,Cincinnati,2,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,2,148,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
290,2018,South,3) Sweet 16,Atlanta,5,Kentucky,XXXXXXX,XXXXXXX,9,Kansas-state,58,61,Kansas-state,9,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,3,119,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
291,2018,South,3) Sweet 16,Atlanta,7,Nevada,XXXXXXX,XXXXXXX,11,loyola-il,69,68,Nevada,7,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,1,137,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
292,2018,South,4) Elite 8,Atlanta,9,Kansas-state,XXXXXXX,XXXXXXX,11,loyola-il,78,62,Kansas-state,9,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,16,140,XXXXX,XXXXX,,,No,0,0,,,,,,,,,
293,2017,East,1) Round of 64,Buffalo,1,Villanova,-25,132.5,16,Mount-St.-Mary's,76,56,Villanova,Better Seed,Loss,5,UNDER,-0.5,20,132,Big East,NEC,2,213,No,211,35.011,30.778,-4.233,2,271,12,143,,,
294,2017,East,1) Round of 64,Buffalo,8,Wisconsin,-6,135.5,9,Virginia-Tech,84,74,Wisconsin,Better Seed,Win,-4,OVER,22.5,10,158,Big Ten,ACC,23,44,No,21,7.355,22.295,14.94,40,21,8,125,,,
295,2017,East,1) Round of 64,Orlando,5,Virginia,-7.5,133,12,UNC-Wilmington,76,71,Virginia,Better Seed,Loss,2.5,OVER,14,5,147,ACC,CAA,7,60,No,53,14.278,26.67,12.392,38,18,1,189,,,
296,2017,East,1) Round of 64,Orlando,4,Florida,-9.5,148,13,East-Tennessee-State,80,65,Florida,Better Seed,Win,-5.5,UNDER,-3,15,145,SEC,Southern,9,64,No,55,14.899,26.388,11.489,31,109,4,44,,,
297,2017,East,1) Round of 64,Tulsa,6,SMU,-8,141,11,USC,65,66,USC,Worse Seed,Loss,9,UNDER,-10,1,131,American,Pac-12,11,61,No,50,12.926,25.269,12.343,11,46,29,86,,,
298,2017,East,1) Round of 64,Tulsa,3,Baylor,-11.5,134.5,14,New-Mexico-State,91,73,Baylor,Better Seed,Win,-6.5,OVER,29.5,18,164,Big 12,WAC,13,88,No,75,17.695,25.01,7.315,22,71,14,134,,,
299,2017,East,1) Round of 64,Greenville,7,South-Carolina,1,143.5,10,Marquette,93,73,South Carolina,Better Seed,Win,-21,OVER,22.5,20,166,SEC,Big East,31,28,Yes,-3,-0.539,17.032,17.571,149,7,3,154,,,
300,2017,East,1) Round of 64,Greenville,2,Duke,-19.5,155.5,15,Troy,87,65,Duke,Better Seed,Win,-2.5,UNDER,-3.5,22,152,ACC,Sun Belt,12,130,No,118,22.418,25.091,2.673,6,74,39,225,,,
301,2017,East,2) Second Round,Buffalo,1,Villanova,-5.5,133.5,8,Wisconsin,62,65,Wisconsin,Worse Seed,Loss,8.5,UNDER,-6.5,3,127,Big East,Big Ten,2,23,No,21,8.483,30.778,22.295,2,40,12,8,,,
302,2017,East,2) Second Round,Orlando,4,Florida,-2,126,5,Virginia,65,39,Florida,Better Seed,Win,-24,UNDER,-22,26,104,SEC,ACC,9,7,Yes,-2,-0.282,26.388,26.67,31,38,4,1,,,
303,2017,East,2) Second Round,Tulsa,3,Baylor,-5.5,142,11,USC,82,78,Baylor,Better Seed,Loss,1.5,OVER,18,4,160,Big 12,Pac-12,13,61,No,48,12.667,25.01,12.343,22,46,14,86,,,
304,2017,East,2) Second Round,Greenville,2,Duke,-7,146,7,South-Carolina,81,88,South Carolina,Worse Seed,Loss,14,OVER,23,7,169,ACC,SEC,12,31,No,19,8.059,25.091,17.032,6,149,39,3,,,
305,2017,East,3) Sweet 16,New York City,4,Florida,-1,130.5,8,Wisconsin,84,83,Florida,Better Seed,Push,0,OVER,36.5,1,167,SEC,Big Ten,9,23,No,14,4.093,26.388,22.295,31,40,4,8,,,
306,2017,East,3) Sweet 16,New York City,3,Baylor,-3,134.5,7,South-Carolina,50,70,South Carolina,Worse Seed,Loss,23,UNDER,-14.5,20,120,Big 12,SEC,13,31,No,18,7.978,25.01,17.032,22,149,14,3,,,
307,2017,East,4) Elite 8,New York City,4,Florida,-3,135.5,7,South-Carolina,70,77,South Carolina,Worse Seed,Loss,10,OVER,11.5,7,147,SEC,SEC,9,31,No,22,9.356,26.388,17.032,31,149,4,3,,,
308,2017,West,1) Round of 64,Salt Lake City,1,Gonzaga,-23.5,156.5,16,South-Dakota-State,66,46,Gonzaga,Better Seed,Loss,3.5,UNDER,-44.5,20,112,WCC,Summit League,1,187,No,186,34.385,33.053,-1.332,10,62,2,307,,,
309,2017,West,1) Round of 64,Salt Lake City,8,Northwestern,2,130,9,Vanderbilt,68,66,Northwestern,Better Seed,Win,-4,OVER,4,2,134,Big Ten,SEC,39,34,Yes,-5,-0.724,15.512,16.236,58,48,35,41,,,
310,2017,West,1) Round of 64,Buffalo,5,Notre-Dame,-6,133.5,12,Princeton,60,58,Notre Dame,Better Seed,Loss,4,UNDER,-15.5,2,118,ACC,Ivy League,25,59,No,34,8.589,21.094,12.505,16,83,58,46,,,
311,2017,West,1) Round of 64,Buffalo,4,west-virginia,-13.5,147.5,13,Bucknell,86,80,west-virginia,Better Seed,Loss,7.5,OVER,18.5,6,166,Big 12,Patriot,5,80,No,75,18.088,26.803,8.715,28,87,5,88,,,
312,2017,West,1) Round of 64,Orlando,6,Maryland,-2,142.5,11,Xavier,65,76,Xavier,Worse Seed,Loss,13,UNDER,-1.5,11,141,Big Ten,Big East,45,40,Yes,-5,-0.481,14.835,15.316,39,33,64,74,,,
313,2017,West,1) Round of 64,Orlando,3,Florida-State,-11.5,149,14,Florida-Gulf-Coast,86,80,Florida State,Better Seed,Loss,5.5,OVER,17,6,166,ACC,Atlantic Sun,19,108,No,89,17.731,22.742,5.011,25,82,24,172,,,
314,2017,West,1) Round of 64,Salt Lake City,7,Saint-Marys-Ca,-4.5,128.5,10,VCU,85,77,Saint Marys Ca,Better Seed,Win,-3.5,OVER,33.5,8,162,WCC,Atlantic 10,14,52,No,38,10.336,24.642,14.306,15,72,26,36,,,
315,2017,West,1) Round of 64,Salt Lake City,2,Arizona,-18,147,15,North-Dakota,100,82,Arizona,Better Seed,Push,0,OVER,35,18,182,Pac-12,Big Sky,20,173,No,153,23.057,22.741,-0.316,20,200,28,149,,,
316,2017,West,2) Second Round,Salt Lake City,1,Gonzaga,-10.5,140.5,8,Northwestern,79,73,Gonzaga,Better Seed,Loss,4.5,OVER,11.5,6,152,WCC,Big Ten,1,39,No,38,17.541,33.053,15.512,10,58,2,35,,,
317,2017,West,2) Second Round,Buffalo,4,west-virginia,-3,150,5,Notre-Dame,83,71,west-virginia,Better Seed,Win,-9,OVER,4,12,154,Big 12,ACC,5,25,No,20,5.709,26.803,21.094,28,16,5,58,,,
318,2017,West,2) Second Round,Orlando,3,Florida-State,-7.5,154.5,11,Xavier,66,91,Xavier,Worse Seed,Loss,32.5,OVER,2.5,25,157,ACC,Big East,19,40,No,21,7.426,22.742,15.316,25,33,24,74,,,
319,2017,West,2) Second Round,Salt Lake City,2,Arizona,-5.5,137.5,7,Saint-Marys-Ca,69,60,Arizona,Better Seed,Win,-3.5,UNDER,-8.5,9,129,Pac-12,WCC,20,14,Yes,-6,-1.901,22.741,24.642,20,15,28,26,,,
320,2017,West,3) Sweet 16,San Jose,1,Gonzaga,-3,145.5,4,west-virginia,61,58,Gonzaga,Better Seed,Push,0,UNDER,-26.5,3,119,WCC,Big 12,1,5,No,4,6.25,33.053,26.803,10,28,2,5,,,
321,2017,West,3) Sweet 16,San Jose,2,Arizona,-7.5,145.5,11,Xavier,71,73,Xavier,Worse Seed,Loss,9.5,UNDER,-1.5,2,144,Pac-12,Big East,20,40,No,20,7.425,22.741,15.316,20,33,28,74,,,
322,2017,West,4) Elite 8,San Jose,1,Gonzaga,-8.5,144.5,11,Xavier,83,59,Gonzaga,Better Seed,Win,-15.5,UNDER,-2.5,24,142,WCC,Big East,1,40,No,39,17.737,33.053,15.316,10,33,2,74,,,
323,2017,Midwest,1) Round of 64,Tulsa,1,Kansas,-23,144.5,16,UC-Davis,100,62,Kansas,Better Seed,Win,-15,OVER,17.5,38,162,Big 12,Big West,10,218,No,208,30.735,25.975,-4.76,9,292,30,128,,,
324,2017,Midwest,1) Round of 64,Tulsa,8,Miami-(FL),-1.5,127,9,Michigan-State,58,78,Michigan State,Worse Seed,Loss,21.5,OVER,9,20,136,ACC,Big Ten,32,43,No,11,1.982,16.96,14.978,68,66,20,34,,,
325,2017,Midwest,1) Round of 64,Milwaukee,5,Iowa-State,-6,156.5,12,Nevada,84,73,Iowa State,Better Seed,Win,-5,OVER,0.5,11,157,Big 12,Mountain West,17,55,No,38,9.774,23.112,13.338,13,34,43,101,,,
326,2017,Midwest,1) Round of 64,Milwaukee,4,Purdue,-9,135.5,13,Vermont,80,70,Purdue,Better Seed,Win,-1,OVER,14.5,10,150,Big Ten,America East,15,63,No,48,12.343,24.221,11.878,24,61,16,66,,,
327,2017,Midwest,1) Round of 64,Sacramento,6,Creighton,2,143.5,11,Rhode-Island,72,84,Rhode Island,Worse Seed,Loss,10,OVER,12.5,12,156,Big East,Atlantic 10,27,37,No,10,3.967,19.591,15.624,32,64,40,32,,,
328,2017,Midwest,1) Round of 64,Sacramento,3,Oregon,-15.5,155.5,14,Iona,93,77,Oregon,Better Seed,Win,-0.5,OVER,14.5,16,170,Pac-12,MAAC,16,118,No,102,19.824,23.827,4.003,19,69,22,202,,,
329,2017,Midwest,1) Round of 64,Indianapolis,7,Michigan,-2,154.5,10,Oklahoma-State,92,91,Michigan,Better Seed,Loss,1,OVER,28.5,1,183,Big Ten,Big 12,21,24,No,3,0.521,22.62,22.099,5,1,69,133,,,
330,2017,Midwest,1) Round of 64,Indianapolis,2,Louisville,-18.5,133,15,Jacksonville-State,78,63,Louisville,Better Seed,Loss,3.5,OVER,8,15,141,ACC,Ohio Valley,6,158,No,152,26.134,26.716,0.582,23,153,6,177,,,
331,2017,Midwest,2) Second Round,Tulsa,1,Kansas,-8,148.5,9,Michigan-State,90,70,Kansas,Better Seed,Win,-12,OVER,11.5,20,160,Big 12,Big Ten,10,43,No,33,10.997,25.975,14.978,9,66,30,34,,,
332,2017,Midwest,2) Second Round,Milwaukee,4,Purdue,-1,155,5,Iowa-State,80,76,Purdue,Better Seed,Win,-3,OVER,1,4,156,Big Ten,Big 12,15,17,No,2,1.109,24.221,23.112,24,13,16,43,,,
333,2017,Midwest,2) Second Round,Sacramento,3,Oregon,-5,144,11,Rhode-Island,75,72,Oregon,Better Seed,Loss,2,OVER,3,3,147,Pac-12,Atlantic 10,16,37,No,21,8.203,23.827,15.624,19,64,22,32,,,
334,2017,Midwest,2) Second Round,Indianapolis,2,Louisville,-3,143.5,7,Michigan,69,73,Michigan,Worse Seed,Loss,7,UNDER,-1.5,4,142,ACC,Big Ten,6,21,No,15,4.096,26.716,22.62,23,5,6,69,,,
335,2017,Midwest,3) Sweet 16,Kansas City,1,Kansas,-5.5,156,4,Purdue,98,66,Kansas,Better Seed,Win,-26.5,OVER,8,32,164,Big 12,Big Ten,10,15,No,5,1.754,25.975,24.221,9,24,30,16,,,
336,2017,Midwest,3) Sweet 16,Kansas City,3,Oregon,1,148.5,7,Michigan,69,68,Oregon,Better Seed,Win,-2,UNDER,-11.5,1,137,Pac-12,Big Ten,16,21,No,5,1.207,23.827,22.62,19,5,22,69,,,
337,2017,Midwest,4) Elite 8,Kansas City,1,Kansas,-6.5,158,3,Oregon,60,74,Oregon,Worse Seed,Loss,20.5,UNDER,-24,14,134,Big 12,Pac-12,10,16,No,6,2.149,25.975,23.827,9,19,30,22,,,
338,2017,South,1) Round of 64,Greenville,1,North-Carolina,-27,157,16,Texas-Southern,103,64,North Carolina,Better Seed,Win,-12,OVER,10,39,167,ACC,SWAC,3,207,No,204,31.672,28.009,-3.663,4,187,25,227,,,
339,2017,South,1) Round of 64,Greenville,8,Arkansas,0,146.5,9,Seton-Hall,77,71,Arkansas,Better Seed,Win,-6,OVER,1.5,6,148,SEC,Big East,38,53,No,15,1.644,15.596,13.953,26,76,96,38,,,
340,2017,South,1) Round of 64,Milwaukee,5,Minnesota,1.5,137.5,12,Middle-Tennessee,72,81,Middle Tennessee,Worse Seed,Loss,7.5,OVER,15.5,9,153,Big Ten,Conference USA,33,48,No,15,1.939,16.592,14.652,81,55,18,47,,,
341,2017,South,1) Round of 64,Milwaukee,4,Butler,-11,144.5,13,Winthrop,76,64,Butler,Better Seed,Win,-1,UNDER,-4.5,12,140,Big East,Big South,26,112,No,86,16.286,20.911,4.625,17,137,49,110,,,
342,2017,South,1) Round of 64,Sacramento,6,Cincinnati,-3.5,130.5,11,Kansas-State,75,61,Cincinnati,Better Seed,Win,-10.5,OVER,5.5,14,136,American,Big 12,22,29,No,7,4.77,22.318,17.548,35,50,11,27,,,
343,2017,South,1) Round of 64,Sacramento,3,UCLA,-19.5,163,14,Kent-State,97,80,UCLA,Better Seed,Loss,2.5,OVER,14,17,177,Pac-12,MAC,18,141,No,123,21.221,22.952,1.731,3,169,78,131,,,
344,2017,South,1) Round of 64,Indianapolis,7,Dayton,6.5,144,10,Wichita-State,58,64,Wichita State,Worse Seed,Win,-0.5,UNDER,-22,6,122,Atlantic 10,Missouri Valley,36,8,Yes,-28,-10.737,15.674,26.411,49,12,45,19,,,
